MasterID,OldCaseID,CaseID,AttackID,Status,AttackDate,AttackYear,AttackMonth,AttackQuarter,DayOfWeek,Database,Campaign,Country,Province,District,City,Latitude,Longitude,Suicide,ModeGroup,Claimed,ClaimGroup,ClaimGrouping,ctAimPoints,TT1,TT2,TT3,TT4,tgtDisp,tgtMobile,AttackType,AttackType2,ComplexAttack,LeaderRank,LeaderKilled,CivKilledHi,PolKilledHi,SecKilledHi,KilledHi,Suspected,SuspectGroup,SuspectGrouping,Denied,DeniedGroup,DeniedGrouping,Summary,LastUpdate,attribGrouping,attribProbability,attribConfidence,attribBasis,AttribTable,tgtDisp2,CaseAttacks,CaseAttacks_Criteria,CoinPhase,SecGrouping,CivGrouping,DecapLogic,Decap,DecapGrouping,PolGrouping,AreaEthnicity,InEthnGroup,InEthnGroupPct,Control_Incum,Control_Ins,HomeTerr_Ins,Source,tgtGrouping,SuicideText,CaseText,tgtGrouping2,CoinPhaseName,ControlGrouping,Control_Iraq,Ethnicity_Bagh
36,170,AF-W-06349,201011017,Unverified,6/22/2010 0:00,2010,6,2,3,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Ali Zayi,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Civilian Support,Nato,Convoy,Convoy,1,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On or about 22 June 2010, in 'Ali Zayi, Balkh, Afghanistan, armed assailants stopped a vehicle belonging to a construction company, forced three employees to debark, and held them against their will.  The assailants then fired on and killed one of the employees who resisted a kidnap attempt.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
37,1180,AF-W-03132,200809744,Unverified,9/23/2008 0:00,2008,9,3,3,WITS,Afghanistan,Afghanistan,Balkh,Chahar Bolak,Char Bolagh,36.77,66.7,0,Other,0,Unknown Group,NA,1,Political,Tribal,Afghan,Leader,Vehicle,1,Armed Assault,DF,,Tribal Mediator,Yes,0,1,0,1,0,NA,NA,0,NA,NA,"On 23 September 2008, in the late afternoon, in Char Bolagh, Balkh, Afghanistan, armed assailants fired upon and killed one tribal mediator and damaged the motorcycle he was riding.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,2,NA,NA,NA,No,NA,Local,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Local Political,No,Yes,Government,Hearts and Minds,Individuals,,
38,1181,AF-W-03231,200810564,Unverified,10/25/2008 0:00,2008,10,4,7,WITS,Afghanistan,Afghanistan,Balkh,Chahar Bolak,Char Bolagh,36.77,66.7,0,Other,0,Unknown Group,NA,1,Political,Tribal,Afghan,Leader,Unspecified,0,Armed Assault,DF,,Tribal Elder,Yes,0,1,0,1,0,NA,NA,0,NA,NA,"On 25 October 2008, in Char Bolagh, Balkh, Afghanistan, assailants fired upon and killed a tribal elder.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,NA,NA,NA,No,NA,Local,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Local Political,No,Yes,Government,Hearts and Minds,Individuals,,
39,1182,AF-W-03267,200813484,Unverified,11/8/2008 0:00,2008,11,4,7,WITS,Afghanistan,Afghanistan,Balkh,Chahar Bolak,Char Bolagh,36.77,66.7,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 8 November 2008, in Char Bolagh, Balkh, Afghanistan, assailants fired upon and killed one police officer.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
40,424,AF-W-08077,201018019,Unverified,12/6/2010 0:00,2010,12,4,2,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Arab Mazari,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Supply,Nato,Convoy,Convoy,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 6 December 2010, in 'Arab Mazari, Balkh, Afghanistan, assailants attacked a logistics convoy by unknown means but caused no reported injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
41,425,AF-W-08127,201018020,Unverified,12/8/2010 0:00,2010,12,4,4,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Arab Mazari,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Supply,Nato,Convoy,Convoy,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 8 December 2010, in 'Arab Mazari, Balkh, Afghanistan, assailants attacked a logistics convoy by unknown means but caused no reported injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
42,528,AF-W-02899,200807816,Unverified,7/23/2008 0:00,2008,7,3,4,WITS,Afghanistan,Afghanistan,Paktya,Chamkani,Aryub Zazai,33.85,69.78,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 23 July 2008, in Aryub Zazai, Paktia, Afghanistan, assailants kidnapped two police officers.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
43,529,AF-W-04011,200904804,Unverified,5/31/2009 0:00,2009,5,2,1,WITS,Afghanistan,Afghanistan,Paktya,Chamkani,Aryub Zazai,33.85,69.78,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Kidnapping/Killing,Kidnapping,,NA,NA,0,0,2,2,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 31 May 2009, at night, in Aryub Zazai, Paktia, Afghanistan, assailants kidnapped two police officers then proceeded to kill them.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
44,530,AF-W-04080,200905522,Unverified,6/13/2009 0:00,2009,6,2,7,WITS,Afghanistan,Afghanistan,Paktya,Chamkani,Aryub Zazai,33.85,69.78,0,Other,0,Unknown Group,NA,1,Civilian,Religious,Afghan,Leader,Unspecified,0,Armed Assault,DF,,Religious Leader,Yes,1,0,0,1,0,NA,NA,0,NA,NA,"On 13 June 2009, in the evening, in Aryub Zazai, Paktia, Afghanistan, assailants attacked and killed one religious leader.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
45,531,AF-W-07075,201013571,Unverified,8/22/2010 0:00,2010,8,3,1,WITS,Afghanistan,Afghanistan,Paktya,Chamkani,Aryub Zazai,33.85,69.78,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 22 August 2010, in Aryub Zazai, Paktia, Afghanistan, assailants attacked a group of police officers, killing one police officer and wounding two others by unknown means.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
46,1286,AF-W-05056,200912386,Unverified,11/29/2009 0:00,2009,11,4,1,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 29 November 2009, in Arab Mazari village, Chemtal, Balkh, Afghanistan, assailants attacked two police checkpoints by unknown means, damaging the checkpoints but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
47,1287,AF-W-06020,201009648,Unverified,5/22/2010 0:00,2010,5,2,7,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Civilian Support,Nato,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 May 2010, in Chimtal District, Balkh, Afghanistan, armed assailants fired on a construction site but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
48,1288,AF-W-06559,201011723,Unverified,7/6/2010 0:00,2010,7,3,3,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 6 July 2010, in Chimtal District, Balkh, Afghanistan, armed assailants attacked a gas pipeline checkpoint by unknown means then fired on a police patrol that responded to the attack, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
49,1289,AF-W-06821,201013083,Unverified,7/29/2010 0:00,2010,7,3,5,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Leader,Unspecified,0,Kidnapping,Kidnapping,,Government Official,No,0,0,0,0,0,NA,NA,0,NA,NA,"On 29 July 2010, in Chimtal District, Balkh, Afghanistan, assailants kidnapped a government official.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,0.65,-9999,-9999,1,,National Political,No,Yes,Government,The Surge,NA,,
50,1290,AF-W-07042,201013629,Unverified,8/21/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Non-suicide Bombing,0,Unknown Group,NA,1,Unknown,Unknown,Unspecified,Unknown,Unspecified,0,Roadside IED,IED,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 21 August 2010, in Chimtal District, Balkh, Afghanistan, assailants detonated an improvised explosive device (IED) against an unknown target, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Unspecified,0,Target unknown,3,NA,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Unable to Determine,No,Yes,NA,The Surge,NA,,
51,1291,AF-W-07436,201014911,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Polling Station,Government Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On or about 18 September 2010, in Chimtal District, Balkh, Afghanistan, assailants fired rockets and/or artillery at a polling center but caused no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,0.65,-9999,-9999,1,,National Political,No,Yes,Government,The Surge,NA,,
52,1292,AF-W-07646,201015511,Unverified,10/11/2010 0:00,2010,10,4,2,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,2,2,0,NA,NA,0,NA,NA,"On 11 October 2010, in the evening, in Chimtal District, Balkh, Afghanistan, assailants fired on a police checkpoint, killing two police officers, wounding one other, and damaging the checkpoint.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
53,1293,AF-W-07757,201016037,Unverified,10/22/2010 0:00,2010,10,4,6,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Non-suicide Bombing,0,Unknown Group,NA,1,Unknown,Unknown,Unspecified,Unknown,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 October 2010, in Chimtal District, Balkh, Afghanistan, an improvised explosive device (IED) exploded when it was being planted but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,0,Target unknown,3,NA,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Unable to Determine,No,Yes,NA,The Surge,NA,,
54,1294,AF-W-07967,201017304,Unverified,11/20/2010 0:00,2010,11,4,7,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Projectile,IDF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 20 November 2010, in Chimtal District, Balkh, Afghanistan, armed assailants using small arms and mortars fired on a police checkpoint but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
55,1275,AF-W-01474,200703056,Unverified,3/27/2007 0:00,2007,3,1,3,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Civilian Support,Nato,Supporters,Unspecified,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 27 March 2007, in the afternoon, in Chimtal District, Balkh, Afghanistan, armed assailants fired upon a group of construction workers, killing a Pakistani engineer and injuring two Afghan civilians.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,Hearts and Minds,NA,,
56,1276,AF-W-00405,200576330,Unverified,9/24/2005 0:00,2005,9,3,7,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Armed Assault,DF,,NA,NA,6,0,0,6,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 24 September 2005, in Chimtal District, Balkh, Afghanistan, assailants fired upon and killed six musicians.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,2,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,Hearts and Minds,Individuals,,
57,1277,AF-W-00767,200690100,Unverified,5/15/2006 0:00,2006,5,2,2,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Grenade,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 15 May 2006, in Chemtal, Balkh, Afghanistan, an assailant threw a hand grenade into a school, wounding one teacher and five female students.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,Hearts and Minds,Institutions,,
58,1278,AF-W-00766,200690105,Unverified,5/15/2006 0:00,2006,5,2,2,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Arson,Arson,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 15 May 2006, at about 2:00 AM, in Chemtal, Balkh, Afghanistan, an assailant set fire to Arab Mazari High School, damaging the library, eight classrooms, and many documents but causing no casualties.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,Hearts and Minds,Institutions,,
59,1279,AF-W-00826,200691551,Unverified,6/8/2006 0:00,2006,6,2,5,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Political,NGO,Foreign,Vehicle,Vehicle,1,Armed Assault,DF,,NA,NA,0,2,0,2,0,NA,NA,0,NA,NA,"On 8 June 2006, in Chimtal District, Balkh, Afghanistan, assailants ambushed the vehicle of Coordination of Humanitarian Assistance non-governmental organization (NGO), killing two workers, wounding one other, and damaging the vehicle.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,2,NA,NA,NA,No,NA,NGO,Pashtun,Pashtuns,0.65,-9999,-9999,1,,NGOs,No,Yes,Government,Hearts and Minds,NA,,
60,1280,AF-W-01567,200704589,Unverified,4/30/2007 0:00,2007,4,2,2,WITS,Afghanistan,Afghanistan,Balkh,Chimtal,Chemtal,36.68,66.79,0,Other,0,Unknown Group,NA,1,Security,Civilian Support,Nato,Facility/Building,Government Facility,0,Projectile,IDF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 30 April 2007, Chemtal, Balkh, Afghanistan, assailants launched a grenade into the office of a construction company, killing one employee, injuring three others, and damaging the office.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,Hearts and Minds,NA,,
61,4503,AF-C-02043,-261010835,Completed,9/4/2007 0:00,2007,9,3,3,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,0,Unknown Group,NA,1,Security,Forces,Afghan,Troops,Unspecified,0,VBIED,SVBIED,,NA,NA,0,0,2,2,0,NA,NA,0,NA,NA,"9/4/2007: In Kunduz, Kondoz Province, Afghanistan at Kabul Bus Station, 1 attacker attacked Afghani Security Forces in a suicide attack with a Car bomb, killing 2 persons (0 civilian, 0 political, and 2 security) and wounding 5 persons.  No group claimed responsibility.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,National Military,Yes,Yes,Government,Hearts and Minds,NA,,
62,4504,AF-C-01525,-178542639,Completed,4/16/2007 0:00,2007,4,2,2,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Facility/Building,Government Facility,0,IED,PBIED,,NA,NA,0,0,9,9,0,NA,NA,0,NA,NA,"4/16/2007: In Kunduz, Kondoz Province, Afghanistan at Police Center, 1 attacker attacked Afghani Police Officers in a suicide attack with a Belt bomb, killing 9 persons (0 civilian, 0 political, and 9 security) and wounding 25 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Government Facility,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,Yes,Yes,Government,Hearts and Minds,NA,,
63,4505,AF-C-02219,106094568,Completed,11/10/2007 0:00,2007,11,4,7,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Forces,Nato,Convoy,Convoy,1,VBIED,SVBIED,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"11/10/2007: In Kunduz, Kondoz Province, Afghanistan, 1 attacker attacked NATO Convoy in a suicide attack with a Car bomb, killing 1 persons (1 civilian, 0 political, and 0 security) and wounding 3 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Occupier Military,Yes,Yes,Government,Hearts and Minds,NA,,
64,4506,AF-C-08187,658009539,Completed,12/19/2010 0:00,2010,12,4,1,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,2,Security,Forces,Afghan,Recruits,Unspecified,0,IED,PBIED,,NA,NA,0,0,5,5,0,NA,NA,0,NA,NA,"12/19/2010: In Kunduz, Kondoz Province, Afghanistan at Central Kunduz, 2 attackers attacked Afghan National Army Recruitment Center in a suicide attack with 2 belt bombs, killing 5 persons (0 civilian, 0 political, and 5 security) and wounding 20 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Government Facility,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,National Military,Yes,Yes,Government,The Surge,NA,,
65,4507,AF-C-01664,1224203403,Completed,5/28/2007 0:00,2007,5,2,2,CPOST,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Forces,Nato,Convoy,Convoy,1,PBIED,PBIED,,NA,NA,2,0,0,2,0,NA,NA,0,NA,NA,"5/28/2007: In Kunduz, Kondoz Province, Afghanistan at South of Kunduz, 1 attacker attacked International Security Assistance Force (ISAF) Convoy in a suicide attack with a Belt bomb, killing 2 persons (2 civilian, 0 political, and 0 security) and wounding 2 persons.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Occupier Military,Yes,Yes,Government,Hearts and Minds,NA,,
66,1216,AF-C-03221,-1271083278,Completed,10/20/2008 0:00,2008,10,4,2,CPOST,Afghanistan,Afghanistan,Kunduz,Chahar Dara,Chahar Darreh,36.68,68.79,1,Suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Forces,Nato,Troops,Unspecified,0,VBIED,SVBIED,,NA,NA,5,0,2,7,0,NA,NA,0,NA,NA,"10/20/2008: In Chardara, Kondoz Province, Afghanistan at Amanullah village, 1 attacker attacked International Security Assistance Force (ISAF) Troops in a suicide attack with a Other, killing 7 persons (5 civilian, 0 political, and 2 security) and wounding no one.  Taliban (IEA) claimed the attack.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Claimed,NA,Open,1,NA,2,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.55,-9999,-9999,1,,Occupier Military,Yes,Yes,Government,Hearts and Minds,NA,,
